,pid,brand,title,stock,highlights,mrp,price,rating,first_image_url,model,screen_size_inch,display,ram,storage,color,processor,battery,average_rating,rear_camera,front_camera
428,MOBHFZREUNJ3ZBER,Infinix,"Infinix Note 40 5G (Titan Gold, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '108MP + 2MP + 2MP | 32MP Front Camera', '5000 mAh Battery', 'Dimensity 7020 Processor']",24999.0,17999.0,"{'average': 4.1, 'count': 1265, 'reviewCount': 119, 'breakup': [114, 53, 115, 275, 708]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/9/p/y/-original-imah2fzbykephwjc.jpeg?q=90,Infinix Note 40 5G ,6.78,Full HD+,8,256,Titan Gold,Dimensity 7020 Processor,5000,4.1,108,32
429,MOBGZCBWJ36YUPPF,Infinix,"Infinix Note 40 Pro 5G (Titan Gold, 256 Gb)",OUT_OF_STOCK,"['8 GB RAM | 256 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '108MP (OIS) + 2MP + 2MP | 32MP Front Camera', '5000 mAh Battery', 'Mediatek Dimensity 7020 Processor']",27999.0,21999.0,"{'average': 4.0, 'count': 9477, 'reviewCount': 716, 'breakup': [1156, 353, 740, 1946, 5282]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/v/c/2/-original-imahfsy9xyk5fujz.jpeg?q=90,Infinix Note 40 Pro 5G ,6.78,Full HD+,8,256,Titan Gold,Mediatek Dimensity 7020 Processor,5000,4.0,108,32
430,MOBGQY939DG9GBQ8,Realme,"Realme C53 (Champion Gold, 64 Gb)",IN_STOCK,"['6 GB RAM | 64 GB ROM | Expandable Upto 2 TB', '17.12 cm (6.74 inch) HD Display', '108MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'T612 Processor']",12999.0,10999.0,"{'average': 4.4, 'count': 129538, 'reviewCount': 5831, 'breakup': [7405, 3790, 8716, 21454, 88173]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/h/h/d/-original-imags487gaqqhcea.jpeg?q=90,Realme C53 ,6.74,HD,6,64,Champion Gold,T612 Processor,5000,4.4,108,8
431,MOBGYGCBAHJ9BPJB,Vivo,"Vivo V30 5G (Andaman Blue, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '50MP + 50MP | 50MP Front Camera', '5000 mAh Battery', '7 Gen 3 Processor']",38999.0,31999.0,"{'average': 4.5, 'count': 5930, 'reviewCount': 506, 'breakup': [252, 95, 299, 1226, 4058]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/l/m/m/-original-imagyzw9ghf32enc.jpeg?q=90,Vivo V30 5G ,6.78,Full HD+,8,128,Andaman Blue,7 Gen 3 Processor,5000,4.5,50,50
432,MOBGQY93HQSAGAXG,Realme,"Realme C53 (Champion Black, 64 Gb)",IN_STOCK,"['6 GB RAM | 64 GB ROM | Expandable Upto 2 TB', '17.12 cm (6.74 inch) HD Display', '108MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'T612 Processor']",12999.0,10999.0,"{'average': 4.4, 'count': 129538, 'reviewCount': 5831, 'breakup': [7405, 3790, 8716, 21454, 88173]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/5/q/6/-original-imags487ftf3g2s7.jpeg?q=90,Realme C53 ,6.74,HD,6,64,Champion Black,T612 Processor,5000,4.4,108,8
433,MOBGXTYZMJK85GFG,Motorola,"Motorola Edge 50 Fusion (Forest Blue, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '17.02 cm (6.7 inch) Full HD+ Display', '50MP + 13MP | 32MP Front Camera', '5000 mAh Battery', '7s Gen 2 Processor']",25999.0,22999.0,"{'average': 4.5, 'count': 34136, 'reviewCount': 2211, 'breakup': [1873, 627, 1288, 6472, 23876]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/g/w/r/edge-50-fusion-pb300000in-motorola-original-imahywzztyktktpp.jpeg?q=90,Motorola Edge 50 Fusion ,6.7,Full HD+,8,128,Forest Blue,7s Gen 2 Processor,5000,4.5,50,32
435,MOBGYGCB3UAYSU3Z,Vivo,"Vivo V30 5G (Classic Black, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '50MP + 50MP | 50MP Front Camera', '5000 mAh Battery', '7 Gen 3 Processor']",38999.0,29840.0,"{'average': 4.5, 'count': 5930, 'reviewCount': 506, 'breakup': [252, 95, 299, 1226, 4058]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/n/k/a/-original-imagyzw9nzhtpmup.jpeg?q=90,Vivo V30 5G ,6.78,Full HD+,8,128,Classic Black,7 Gen 3 Processor,5000,4.5,50,50
438,MOBGWH8SRNNZZ3DZ,Realme,"Realme 12 Pro+ 5G (Explorer Red, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM', '17.02 cm (6.7 inch) Full HD+ Display', '50MP + 8MP + 64MP | 32MP Front Camera', '5000 mAh Battery', 'Snapdragon 7s Gen 2 Processor']",35999.0,28999.0,"{'average': 4.4, 'count': 18332, 'reviewCount': 2321, 'breakup': [852, 354, 914, 4028, 12184]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/b/v/c/12-pro-5g-rmx3840-realme-original-imagxgnkafjjhpmk.jpeg?q=90,Realme 12 Pro+ 5G ,6.7,Full HD+,8,256,Explorer Red,Snapdragon 7s Gen 2 Processor,5000,4.4,50,32
439,MOBGWH8SFQGSBNDU,Realme,"Realme 12 Pro+ 5G (Navigator Beige, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM', '17.02 cm (6.7 inch) Full HD+ Display', '50MP + 8MP + 64MP | 32MP Front Camera', '5000 mAh Battery', 'Snapdragon 7s Gen 2 Processor']",35999.0,28999.0,"{'average': 4.4, 'count': 18332, 'reviewCount': 2321, 'breakup': [852, 354, 914, 4028, 12184]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/z/f/g/-original-imagxhd5gqhzszeb.jpeg?q=90,Realme 12 Pro+ 5G ,6.7,Full HD+,8,256,Navigator Beige,Snapdragon 7s Gen 2 Processor,5000,4.4,50,32
442,MOBGSGZJ8KF9ZBUK,Oppo,"Oppo F23 5G (Cool Black, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM | Expandable Upto 1 TB', '17.07 cm (6.72 inch) Full HD+ Display', '64MP + 2MP + 2MP | 32MP Front Camera', '5000 mAh Battery', 'Snapdragon 695 Processor']",28999.0,19890.0,"{'average': 4.2, 'count': 1773, 'reviewCount': 132, 'breakup': [156, 63, 125, 393, 1036]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/8/3/h/f23-5g-cph2527-oppo-original-imagsn7ga5cbzhpx.jpeg?q=90,Oppo F23 5G ,6.72,Full HD+,8,256,Cool Black,Snapdragon 695 Processor,5000,4.2,64,32
443,MOBGYGCBFZ25GARG,Vivo,"Vivo V30 5G (Peacock Green, 256 Gb)",IN_STOCK,"['12 GB RAM | 256 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '50MP + 50MP | 50MP Front Camera', '5000 mAh Battery', '7 Gen 3 Processor']",42999.0,35999.0,"{'average': 4.5, 'count': 935, 'reviewCount': 87, 'breakup': [45, 13, 44, 172, 661]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/o/g/3/v30-5g-v2318-vivo-original-imagyzhhxumayhzw.jpeg?q=90,Vivo V30 5G ,6.78,Full HD+,12,256,Peacock Green,7 Gen 3 Processor,5000,4.5,50,50
445,MOBGWD85PDW7YR9G,Samsung,"Samsung Galaxy A15 5G (Blue, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM | Expandable Upto 1 TB', '16.51 cm (6.5 inch) Full HD+ Display', '50MP + 5MP + 2MP | 13MP Front Camera', '5000 mAh Battery', 'Dimensity 6100+ Processor']",24499.0,22499.0,"{'average': 4.2, 'count': 1442, 'reviewCount': 99, 'breakup': [133, 52, 96, 329, 832]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/g/f/i/galaxy-a15-5g-sm-a156ezbnins-samsung-original-imagwkgzv7vs8zd2.jpeg?q=90,Samsung Galaxy A15 5G ,6.5,Full HD+,8,256,Blue,Dimensity 6100+ Processor,5000,4.2,50,13
447,MOBGYGCBGVSY2N4W,Vivo,"Vivo V30 5G (Andaman Blue, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '50MP + 50MP | 50MP Front Camera', '5000 mAh Battery', '7 Gen 3 Processor']",40999.0,33999.0,"{'average': 4.5, 'count': 5930, 'reviewCount': 506, 'breakup': [252, 95, 299, 1226, 4058]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/l/m/m/-original-imagyzw9ghf32enc.jpeg?q=90,Vivo V30 5G ,6.78,Full HD+,8,256,Andaman Blue,7 Gen 3 Processor,5000,4.5,50,50
448,MOBGWH8SR7MRR68W,Realme,"Realme 12 Pro+ 5G (Submarine Blue, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '17.02 cm (6.7 inch) Full HD+ Display', '50MP + 8MP + 64MP | 32MP Front Camera', '5000 mAh Battery', 'Snapdragon 7s Gen 2 Processor']",34999.0,29999.0,"{'average': 4.4, 'count': 18332, 'reviewCount': 2321, 'breakup': [852, 354, 914, 4028, 12184]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/g/t/u/-original-imagxhd5xtjuwnqz.jpeg?q=90,Realme 12 Pro+ 5G ,6.7,Full HD+,8,128,Submarine Blue,Snapdragon 7s Gen 2 Processor,5000,4.4,50,32
449,MOBGWH8SMHNFVVDX,Realme,"Realme 12 Pro+ 5G (Explorer Red, 128 Gb)",OUT_OF_STOCK,"['8 GB RAM | 128 GB ROM', '17.02 cm (6.7 inch) Full HD+ Display', '50MP + 8MP + 64MP | 32MP Front Camera', '5000 mAh Battery', 'Snapdragon 7s Gen 2 Processor']",34999.0,29999.0,"{'average': 4.4, 'count': 18332, 'reviewCount': 2321, 'breakup': [852, 354, 914, 4028, 12184]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/b/v/c/12-pro-5g-rmx3840-realme-original-imagxgnkafjjhpmk.jpeg?q=90,Realme 12 Pro+ 5G ,6.7,Full HD+,8,128,Explorer Red,Snapdragon 7s Gen 2 Processor,5000,4.4,50,32
450,MOBGWH8SCYWVCQEH,Realme,"Realme 12 Pro+ 5G (Navigator Beige, 128 Gb)",OUT_OF_STOCK,"['8 GB RAM | 128 GB ROM', '17.02 cm (6.7 inch) Full HD+ Display', '50MP + 8MP + 64MP | 32MP Front Camera', '5000 mAh Battery', 'Snapdragon 7s Gen 2 Processor']",34999.0,29999.0,"{'average': 4.4, 'count': 18332, 'reviewCount': 2321, 'breakup': [852, 354, 914, 4028, 12184]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/z/f/g/-original-imagxhd5gqhzszeb.jpeg?q=90,Realme 12 Pro+ 5G ,6.7,Full HD+,8,128,Navigator Beige,Snapdragon 7s Gen 2 Processor,5000,4.4,50,32
451,MOBGRNZ3ER4N3K4F,Poco,"Poco M6 Pro 5G (Power Black, 128 Gb)",IN_STOCK,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '17.25 cm (6.79 inch) Full HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Snapdragon 4 Gen 2 Processor']",16999.0,11999.0,"{'average': 4.2, 'count': 123290, 'reviewCount': 7528, 'breakup': [8348, 3679, 10394, 29040, 71829]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/d/h/q/m6-pro-5g-mzb0eprin-poco-original-imags3e7vewsafst.jpeg?q=90,Poco M6 Pro 5G ,6.79,Full HD+,6,128,Power Black,Snapdragon 4 Gen 2 Processor,5000,4.2,50,8
454,MOBGW6NGMC7FNGMC,Google,"Google Pixel 8 (Mint, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '15.75 cm (6.2 inch) Full HD+ Display', '50MP + 12MP | 10.5MP Front Camera', '4575 mAh Battery', 'Tensor G3 Processor']",75999.0,58999.0,"{'average': 4.2, 'count': 2596, 'reviewCount': 349, 'breakup': [271, 71, 120, 430, 1704]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/3/r/l/-original-imagxgauvgvcretu.jpeg?q=90,Google Pixel 8 ,6.2,Full HD+,8,128,Mint,Tensor G3 Processor,4575,4.2,50,5
455,MOBGZF9PUGMC2MST,Redmi,"Redmi A3 (Lake Blue, 64 Gb)",OUT_OF_STOCK,"['3 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '17.04 cm (6.71 inch) HD+ Display', '8MP Rear Camera | 5MP Front Camera', '5000 mAh Battery', 'Mediatek Helio G36 Processor']",9999.0,7189.0,"{'average': 4.1, 'count': 2375, 'reviewCount': 98, 'breakup': [226, 92, 229, 489, 1339]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/r/z/1/a3-mzb0gnyin-redmi-original-imagy2wsmxhzdmbq.jpeg?q=90,Redmi A3 ,6.71,HD+,3,64,Lake Blue,Mediatek Helio G36 Processor,5000,4.1,8,5
457,MOBGYT2HRXWTHACK,Samsung,"Samsung Galaxy A35 5G (Awesome Lilac, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM | Expandable Upto 1 TB', '16.76 cm (6.6 inch) Full HD+ Display', '50MP + 8MP + 5MP | 13MP Front Camera', '5000 mAh Battery', 'Samsung Exynos 1380 Processor']",36999.0,33999.0,"{'average': 4.3, 'count': 630, 'reviewCount': 44, 'breakup': [43, 18, 46, 128, 395]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/o/c/e/-original-imahyukdgr6fgp7r.jpeg?q=90,Samsung Galaxy A35 5G ,6.6,Full HD+,8,256,Awesome Lilac,Samsung Exynos 1380 Processor,5000,4.3,50,13
458,MOBGYGCBTNFP2UYD,Vivo,"Vivo V30 5G (Peacock Green, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '50MP + 50MP | 50MP Front Camera', '5000 mAh Battery', '7 Gen 3 Processor']",38999.0,31999.0,"{'average': 4.5, 'count': 5930, 'reviewCount': 506, 'breakup': [252, 95, 299, 1226, 4058]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/o/g/3/v30-5g-v2318-vivo-original-imagyzhhxumayhzw.jpeg?q=90,Vivo V30 5G ,6.78,Full HD+,8,128,Peacock Green,7 Gen 3 Processor,5000,4.5,50,50
460,MOBGHT8UAKCPR6ZH,Samsung,"Samsung Galaxy A14 5G (Black, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.76 cm (6.6 inch) HD+ Display', '50MP + 2MP | 13MP Front Camera', '5000 mAh Lithium Ion Battery', 'SEC S5E8535 (Exynos 1330) Processor']",22999.0,15499.0,"{'average': 4.1, 'count': 3506, 'reviewCount': 269, 'breakup': [396, 131, 312, 681, 1986]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/p/w/b/-original-imagmefcaj26vdhg.jpeg?q=90,Samsung Galaxy A14 5G ,6.6,HD+,8,128,Black,SEC S5E8535 (Exynos 1330) Processor,5000,4.1,50,13
461,MOBGTEVGHM9ZPZBB,Realme,"Realme C53 (Champion Gold, 128 Gb)",IN_STOCK,"['6 GB RAM | 128 GB ROM | Expandable Upto 2 TB', '17.12 cm (6.74 inch) HD Display', '108MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'T612 Processor']",13999.0,11999.0,"{'average': 4.4, 'count': 129538, 'reviewCount': 5831, 'breakup': [7405, 3790, 8716, 21454, 88173]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/h/h/d/-original-imags487gaqqhcea.jpeg?q=90,Realme C53 ,6.74,HD,6,128,Champion Gold,T612 Processor,5000,4.4,108,8
462,MOBGXYEEQBXGMQZH,Tecno,"Tecno Spark Go 2024 (Mystery White, 128 Gb)",OUT_OF_STOCK,"['4 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.66 cm (6.56 inch) HD+ Display', '13MP + 0.08MP | 8MP Front Camera', '5000 mAh Battery', 'Unisoc T606 Processor']",8499.0,7599.0,"{'average': 4.3, 'count': 871, 'reviewCount': 38, 'breakup': [51, 46, 74, 142, 558]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/b/w/x/spark-go-2024-bg6-tecno-original-imah26hx7armuukw.jpeg?q=90,Tecno Spark Go 2024 ,6.56,HD+,4,128,Mystery White,Unisoc T606 Processor,5000,4.3,08,8
463,MOBGXYEGTSVEZ6TJ,Tecno,"Tecno Spark Go 2024 (Gravity Black, 128 Gb)",OUT_OF_STOCK,"['4 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.66 cm (6.56 inch) HD+ Display', '13MP + 0.08MP | 8MP Front Camera', '5000 mAh Battery', 'Unisoc T606 Processor']",8499.0,7599.0,"{'average': 4.3, 'count': 871, 'reviewCount': 38, 'breakup': [51, 46, 74, 142, 558]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/f/y/y/spark-go-2024-bg6-tecno-original-imah26m39yba8j5p.jpeg?q=90,Tecno Spark Go 2024 ,6.56,HD+,4,128,Gravity Black,Unisoc T606 Processor,5000,4.3,08,8
466,MOBHY9PQHVCM54FH,Motorola,"Motorola G85 5G (Urban Grey, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '16.94 cm (6.67 inch) Full HD+ Display', '50MP + 8MP | 32MP Front Camera', '5000 mAh Battery', '6s Gen 3 Processor']",20999.0,17999.0,"{'average': 4.4, 'count': 19290, 'reviewCount': 973, 'breakup': [1039, 397, 863, 3649, 13342]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/z/q/f/-original-imah2fjd75hkcynr.jpeg?q=90,Motorola G85 5G ,6.67,Full HD+,8,128,Urban Grey,6s Gen 3 Processor,5000,4.4,50,32
467,MOBGVVTXXYZHF5UM,Poco,"Poco C65 (Matte Black, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM | Expandable Upto 1 TB', '17.12 cm (6.74 inch) HD+ Display', '50MP + AI Lens + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Helio G85 Processor']",13499.0,9499.0,"{'average': 4.2, 'count': 10235, 'reviewCount': 552, 'breakup': [792, 365, 865, 2025, 6188]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/i/k/k/c65-mzb0g8rin-poco-original-imagw6gyhhu7hur5.jpeg?q=90,Poco C65 ,6.74,HD+,8,256,Matte Black,Helio G85 Processor,5000,4.2,50,8
468,MOBGHT8UU3STRKZS,Samsung,"Samsung Galaxy A14 5G (Light Green, 128 Gb)",IN_STOCK,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.76 cm (6.6 inch) HD+ Display', '50MP + 2MP | 13MP Front Camera', '5000 mAh Lithium Ion Battery', 'SEC S5E8535 (Exynos 1330) Processor']",20999.0,14998.0,"{'average': 4.1, 'count': 8478, 'reviewCount': 554, 'breakup': [866, 305, 773, 1767, 4767]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/v/l/g/-original-imagmefctrqmqjrp.jpeg?q=90,Samsung Galaxy A14 5G ,6.6,HD+,6,128,Light Green,SEC S5E8535 (Exynos 1330) Processor,5000,4.1,50,13
471,MOBGTEVGGM7CTGXU,Realme,"Realme C53 (Champion Black, 128 Gb)",IN_STOCK,"['6 GB RAM | 128 GB ROM | Expandable Upto 2 TB', '17.12 cm (6.74 inch) HD Display', '108MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'T612 Processor']",13999.0,11999.0,"{'average': 4.4, 'count': 129538, 'reviewCount': 5831, 'breakup': [7405, 3790, 8716, 21454, 88173]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/5/q/6/-original-imags487ftf3g2s7.jpeg?q=90,Realme C53 ,6.74,HD,6,128,Champion Black,T612 Processor,5000,4.4,108,8
475,MOBGYGCBMNGAQPEX,Vivo,"Vivo V30 5G (Peacock Green, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '50MP + 50MP | 50MP Front Camera', '5000 mAh Battery', '7 Gen 3 Processor']",40999.0,32889.0,"{'average': 4.5, 'count': 5930, 'reviewCount': 506, 'breakup': [252, 95, 299, 1226, 4058]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/o/g/3/v30-5g-v2318-vivo-original-imagyzhhxumayhzw.jpeg?q=90,Vivo V30 5G ,6.78,Full HD+,8,256,Peacock Green,7 Gen 3 Processor,5000,4.5,50,50
477,MOBGVG9VDHD7VTWT,Itel,"Itel Aura 05I|Leather Finish|4000 Mah Battery|Type C Charging Support (Meadow Green, 32 Gb)",IN_STOCK,"['2 GB RAM | 32 GB ROM | Expandable Upto 128 GB', '16.76 cm (6.6 inch) HD+ Display', '5MP + 0.3MP | 2MP Front Camera', '4000 mAh Battery', 'Unisoc SC9863A1 Processor']",6799.0,5749.0,"{'average': 4.0, 'count': 811, 'reviewCount': 19, 'breakup': [82, 51, 87, 130, 461]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/x/x/b/aura-05i-a663lc-itel-original-imagvhvgrexeffgw.jpeg?q=90,Itel Aura 05I|Leather Finish|4000 Mah Battery|Type C Charging Support ,6.6,HD+,2,32,Meadow Green,Unisoc SC9863A1 Processor,4000,4.0,3,2
478,MOBGZF9P4DYENNGM,Redmi,"Redmi A3 (Olive Green, 128 Gb)",OUT_OF_STOCK,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '17.04 cm (6.71 inch) HD+ Display', '8MP Rear Camera | 5MP Front Camera', '5000 mAh Battery', 'Mediatek Helio G36 Processor']",11999.0,8799.0,"{'average': 4.0, 'count': 687, 'reviewCount': 39, 'breakup': [86, 38, 66, 104, 393]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/9/z/9/a3-mzb0h0min-redmi-original-imagy2wssjzud2sn.jpeg?q=90,Redmi A3 ,6.71,HD+,6,128,Olive Green,Mediatek Helio G36 Processor,5000,4.0,8,5
479,MOBGZF9PGSCTKJTA,Redmi,"Redmi A3 (Olive Green, 64 Gb)",IN_STOCK,"['3 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '17.04 cm (6.71 inch) HD+ Display', '8MP Rear Camera | 5MP Front Camera', '5000 mAh Battery', 'Mediatek Helio G36 Processor']",9999.0,7150.0,"{'average': 4.1, 'count': 2375, 'reviewCount': 98, 'breakup': [226, 92, 229, 489, 1339]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/9/z/9/a3-mzb0h0min-redmi-original-imagy2wssjzud2sn.jpeg?q=90,Redmi A3 ,6.71,HD+,3,64,Olive Green,Mediatek Helio G36 Processor,5000,4.1,8,5
480,MOBGWBA88ZVGQQHF,Tecno,"Tecno Spark Go 2024 (Gravity Black, 64 Gb)",IN_STOCK,"['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.66 cm (6.56 inch) HD+ Display', '13MP + 0.08MP | 8MP Front Camera', '5000 mAh Battery', 'Unisoc T606 Processor']",7999.0,7199.0,"{'average': 4.3, 'count': 871, 'reviewCount': 38, 'breakup': [51, 46, 74, 142, 558]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/x/w/v/-original-imagz37hmkhgjrkq.jpeg?q=90,Tecno Spark Go 2024 ,6.56,HD+,4,64,Gravity Black,Unisoc T606 Processor,5000,4.3,08,8
481,MOBHYJ6QMSGJG28G,Samsung,"Samsung Galaxy S24 5G (Amber Yellow, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '15.75 cm (6.2 inch) Full HD+ Display', '50MP + 10MP + 12MP | 12MP Front Camera', '4000 mAh Battery', 'Exynos 2400 Processor']",74999.0,56999.0,"{'average': 4.4, 'count': 1097, 'reviewCount': 136, 'breakup': [63, 25, 50, 180, 779]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/m/f/g/-original-imahyvnutabrgzyn.jpeg?q=90,Samsung Galaxy S24 5G ,6.2,Full HD+,8,128,Amber Yellow,Exynos 2400 Processor,4000,4.4,50,12
484,MOBGYT2H76JPBMXB,Samsung,"Samsung Galaxy A55 5G (Awesome Iceblue, 256 Gb)",IN_STOCK,"['12 GB RAM | 256 GB ROM | Expandable Upto 1 TB', '16.76 cm (6.6 inch) Full HD+ Display', '50MP + 12MP + 5MP | 32MP Front Camera', '5000 mAh Battery', 'Samsung Exynos 1480 Processor']",48999.0,48999.0,"{'average': 4.3, 'count': 129, 'reviewCount': 10, 'breakup': [10, 3, 7, 24, 85]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/a/c/a/-original-imahyukdvys8thac.jpeg?q=90,Samsung Galaxy A55 5G ,6.6,Full HD+,12,256,Awesome Iceblue,Samsung Exynos 1480 Processor,5000,4.3,50,32
487,MOBGYBAVT967G37V,Samsung,"Samsung Galaxy F15 5G (Jazzy Green, 128 Gb)",IN_STOCK,"['4 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.51 cm (6.5 inch) Full HD+ Display', '50MP + 5MP + 2MP | 13MP Front Camera', '6000 mAh Lithium ion Battery', 'MediaTek Dimensity 6100+ Processor']",15999.0,12999.0,"{'average': 4.2, 'count': 8719, 'reviewCount': 735, 'breakup': [709, 282, 716, 2212, 4800]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/q/e/l/-original-imah3agqmmzap5gx.jpeg?q=90,Samsung Galaxy F15 5G ,6.5,Full HD+,4,128,Jazzy Green,MediaTek Dimensity 6100+ Processor,6000,4.2,50,13
490,MOBGWFB4GM4RHQER,Tecno,"Tecno Spark Go 2024 (Mystery White, 64 Gb)",IN_STOCK,"['3 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.66 cm (6.56 inch) HD+ Display', '13MP Rear Camera | 8MP Front Camera', '5000 mAh Battery', 'Unisoc T606 Processor']",7499.0,6899.0,"{'average': 4.3, 'count': 398, 'reviewCount': 12, 'breakup': [30, 16, 19, 66, 267]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/x/b/e/-original-imagz37gqyrzbjyf.jpeg?q=90,Tecno Spark Go 2024 ,6.56,HD+,3,64,Mystery White,Unisoc T606 Processor,5000,4.3,13,8
491,MOBGWD85ZUA8BMDZ,Samsung,"Samsung Galaxy A15 5G (Blue Black, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.51 cm (6.5 inch) Full HD+ Display', '50MP + 5MP + 2MP | 13MP Front Camera', '5000 mAh Battery', 'Dimensity 6100+ Processor']",21499.0,18975.0,"{'average': 4.2, 'count': 1442, 'reviewCount': 99, 'breakup': [133, 52, 96, 329, 832]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/k/b/x/galaxy-a15-5g-sm-a156ezknins-samsung-original-imagwkgyvgfsza34.jpeg?q=90,Samsung Galaxy A15 5G ,6.5,Full HD+,8,128,Blue Black,Dimensity 6100+ Processor,5000,4.2,50,13
